name,code,latitude,longitude,saved,id
name,code,latitude,longitude,saved,id
Maldives,MV,3.7203503,73.2244152,true,138
Curacao,CW,12.1176488,-68.9309263,true,139
Bermuda,BM,32.2937417,-64.7815286,true,140
