ID,name,longitude,latitude,address,region,country,destination_id
11124,Airport Caves,-86.8845,16.0881,"TradeWinds, Utila, Honduras",Islas de la Bahía,Honduras,282
11126,L’ile bleue,-149.8232,-17.4748,French Polynesia,,French Polynesia,4332
11127,Anilao Beach  Club,120.9186,13.757,,,Philippines,1718
11128,amchit wall ,35.6199,34.1371,"Unnamed Road, Lebanon",Jabal Lubnan,Lebanon,4333
11130,Cook Island - North Wall,153.5765,-28.1951,,NSW,Australia,4334
11131,Cook Island - South Side,153.5776,-28.1966,,NSW,Australia,4334
11134,Qawra Reef,14.4383,35.9568,"Tul Il-Kosta, Naxxar, Malta",,Malta,2867
11135,Römerbrücke / Ponte dei Salti,8.8362,46.2599,"Oviga 1, 6633 Lavertezzo, Switzerland",Ticino,Switzerland,2579
11136,Secca del Turco,9.8198,43.0066,"Unnamed Road, 57032 Capraia isola LI, Italy",Toscana,Italy,116
11139,Kraken Springs,-84.7421,34.2919,"801 Old Tennessee Hwy, White, GA 30184, USA",Georgia,United States,4335
11141,Georgian Bay,-80.3452,45.331,"Carling, ON, Canada",Ontario,Canada,4336
11143,Arthur&#039;s Rock,120.8748,13.7078,,,,1718
11145,"Kiessee, Jarmen ",13.3165,53.9294,"Zarrenthiner Weg 98, 17126 Jarmen, Germany",Mecklenburg-Vorpommern,Germany,4338
11146,Kandolhu House Reef,72.8825,4.0011,"Kandholhudhoo, Maldives",,Maldives,3893
11147,Las Caballas,-3.7228,36.7271,"Paseo Alborán, 12, 18690 Almuñécar, Granada, Spain",Andalucía,Spain,255
11152,Santa Maria Caves,14.3405,36.0181,"Unnamed Road, Ghajnsielem, Malta",,Malta,1911
11155,Koala,120.8723,13.717,,,,1718
11157,Table Rock Lake,-93.3115,36.6059,,MO,UNITED STATES,4339
11158,Rdum L’Ahmar,14.3713,35.9942,"Triq Dahlet Ix-Xmajjar, Il-Mellieħa, Malta",,Malta,151
11162,Grotta La Macchia,18.5082,40.0965,"SP87, 73028 Otranto LE, Italy",Puglia,Italy,572
